OlinkID,AssayType,UniProt,Assay,Panel,Block,DataAnalysisRefID,BimodalDistribution,LODNPX,LODCount,LODMethod
OID20617,assay,Q07065,CKAP4,Inflammation,C,E50005,FALSE,-4.64934945630459,18710,lod_npx
OID20618,assay,P68106,FKBP1B,Inflammation,C,E50005,FALSE,1.53074548984573,14424,lod_npx
OID20619,assay,P22304,IDS,Inflammation,C,E50005,FALSE,-2.283436911814,165674,lod_npx
OID20620,assay,O00273,DFFA,Inflammation,C,E50005,FALSE,-3.48131336268109,5880,lod_npx
OID20621,assay,P01137,TGFB1,Inflammation,C,E50005,FALSE,-3.86810933632874,9410,lod_npx
OID20622,assay,Q6UXB2,CXCL17,Inflammation,C,E50005,FALSE,-3.76320920385219,24070,lod_npx
OID20623,assay,Q9Y266,NUDC,Inflammation,C,E50005,FALSE,-4.22799490658533,3586,lod_npx
OID20624,assay,O43508,TNFSF12,Inflammation,C,E50005,FALSE,-5.11796681647641,3088,lod_npx
OID20625,assay,Q04637,EIF4G1,Inflammation,C,E50005,FALSE,-3.20696696997619,5264,lod_npx
OID20626,assay,P35613,BSG,Inflammation,C,E50005,FALSE,-4.17442504302101,104398,lod_npx
OID20627,assay,O60884,DNAJA2,Inflammation,C,E50005,FALSE,1.44381673984962,94210,lod_npx
OID20628,assay,Q9BZW8,CD244,Inflammation,C,E50005,FALSE,-3.66624541000312,14764,lod_npx
OID20629,assay,Q12918,KLRB1,Inflammation,C,E50005,FALSE,-6.58967903496176,6882,lod_npx
OID20630,assay,P50452,SERPINB8,Inflammation,C,E50005,FALSE,-2.60805665957948,235292,lod_npx
OID20631,assay,P10145,CXCL8,Inflammation,C,E50005,FALSE,-3.84443944364013,17734,lod_npx
OID20632,assay,Q13241,KLRD1,Inflammation,C,E50005,FALSE,-6.60261031706484,3734,lod_npx
OID20633,assay,Q14005,IL16,Inflammation,C,E50005,FALSE,-4.53846181359935,29162,lod_npx
OID20634,assay,O94856,NFASC,Inflammation,C,E50005,FALSE,0.0296817972377181,790330,lod_npx
OID20635,assay,P40259,CD79B,Inflammation,C,E50005,FALSE,-6.16634755806749,4138,lod_npx
OID20636,assay,Q9BXN2,CLEC7A,Inflammation,C,E50005,FALSE,-3.1397411516507,17732,lod_npx
OID20637,assay,P20273,CD22,Inflammation,C,E50005,FALSE,-5.61427172281427,12930,lod_npx
OID20638,assay,Q9UQV4,LAMP3,Inflammation,C,E50005,FALSE,-6.65978475378586,2862,lod_npx
OID20639,assay,Q96LA5,FCRL2,Inflammation,C,E50005,FALSE,-4.56304522648467,5666,lod_npx
OID20640,assay,O43561,LAT,Inflammation,C,E50005,FALSE,-0.0430259609722974,4416,lod_npx
OID20641,assay,P36959,GMPR,Inflammation,C,E50005,FALSE,-0.416809507975089,163796,lod_npx
OID20642,assay,Q15661,TPSAB1,Inflammation,C,E50005,FALSE,-5.27471457192896,3182,lod_npx
OID20643,assay,Q96SB3,PPP1R9B,Inflammation,C,E50005,FALSE,-1.44757257752487,2834,lod_npx
OID20644,assay,P30044,PRDX5,Inflammation,C,E50005,FALSE,-1.25118474026228,51524,lod_npx
OID20645,assay,P00813,ADA,Inflammation,C,E50005,FALSE,-4.01536272061731,15108,lod_npx
OID20646,assay,Q9Y6Q6,TNFRSF11A,Inflammation,C,E50005,FALSE,-5.28989628109176,1198,lod_npx
OID20647,assay,O95971,CD160,Inflammation,C,E50005,FALSE,-5.48436826978067,3444,lod_npx
OID20648,assay,P14317,HCLS1,Inflammation,C,E50005,FALSE,-2.33453521153756,8282,lod_npx
OID20649,assay,P30203,CD6,Inflammation,C,E50005,FALSE,-5.65161091730558,2270,lod_npx
OID20650,assay,P15692,VEGFA,Inflammation,C,E50005,FALSE,-6.26582166629142,3638,lod_npx
OID20651,assay,O75077,ADAM23,Inflammation,C,E50005,FALSE,-4.87097179134123,6666,lod_npx
OID20652,assay,Q13478,IL18R1,Inflammation,C,E50005,FALSE,-5.87997169787152,8572,lod_npx
OID20653,assay,P43489,TNFRSF4,Inflammation,C,E50005,FALSE,-4.79616512245992,8062,lod_npx
OID20654,assay,P02745,C1QA,Inflammation,C,E50005,FALSE,-3.65725700408053,57268,lod_npx
OID20655,assay,Q99616,CCL13,Inflammation,C,E50005,FALSE,-4.58695521770213,3628,lod_npx
OID20656,assay,P14210,HGF,Inflammation,C,E50005,FALSE,-7.07854060698967,3188,lod_npx
OID20657,assay,Q12866,MERTK,Inflammation,C,E50005,FALSE,-2.58727411484851,2130,lod_npx
OID20658,assay,O00253,AGRP,Inflammation,C,E50005,FALSE,-3.59638898446693,15848,lod_npx
OID20660,assay,P43234,CTSO,Inflammation,C,E50005,FALSE,-5.08311487582165,26526,lod_npx
OID20661,assay,P49771,FLT3LG,Inflammation,C,E50005,FALSE,-4.64796335216763,12134,lod_npx
OID20662,assay,O43915,VEGFD,Inflammation,C,E50005,FALSE,-6.22738636448464,10040,lod_npx
OID20663,assay,P12544,GZMA,Inflammation,C,E50005,FALSE,-4.20469950216356,56788,lod_npx
OID20664,assay,Q9H4D0,CLSTN2,Inflammation,C,E50005,FALSE,-4.66596268136448,2474,lod_npx
OID20665,assay,P48023,FASLG,Inflammation,C,E50005,FALSE,-6.88785095184844,14832,lod_npx
OID20666,assay,P29460,IL12B,Inflammation,C,E50005,FALSE,-5.0792567005098,3242,lod_npx
OID20667,assay,Q15517,CDSN,Inflammation,C,E50005,FALSE,-2.20802874485284,52880,lod_npx
OID20668,assay,P51671,CCL11,Inflammation,C,E50005,FALSE,-4.94253860083269,7558,lod_npx
OID20669,assay,Q16719,KYNU,Inflammation,C,E50005,FALSE,-2.54519218097754,9074,lod_npx
OID20670,assay,Q9HBG7,LY9,Inflammation,C,E50005,FALSE,-6.0074575531104,9138,lod_npx
OID20671,assay,P78556,CCL20,Inflammation,C,E50005,FALSE,-3.63633380761602,3512,lod_npx
OID20672,assay,P03956,MMP1,Inflammation,C,E50005,FALSE,-4.62611942295847,11246,lod_npx
OID20673,assay,P49763,PGF,Inflammation,C,E50005,FALSE,-6.28248871237014,956,lod_npx
OID20674,assay,O15444,CCL25,Inflammation,C,E50005,FALSE,-3.74241972191018,5378,lod_npx
OID20675,assay,Q07325,CXCL9,Inflammation,D,E50005,FALSE,-2.56915664758287,51222,lod_npx
OID20676,assay,Q92484,SMPDL3A,Inflammation,D,E50005,FALSE,-3.34461349543475,17430,lod_npx
OID20677,assay,P21709,EPHA1,Inflammation,D,E50005,FALSE,-3.24392573213482,196156,lod_npx
OID20678,assay,P15260,IFNGR1,Inflammation,D,E50005,FALSE,-1.02014814332958,45800,lod_npx
OID20679,assay,P53634,CTSC,Inflammation,D,E50005,FALSE,-1.46113909895416,65472,lod_npx
OID20680,assay,Q5ZPR3,CD276,Inflammation,D,E50005,FALSE,-5.05592361099447,73972,lod_npx
OID20681,assay,Q9UJU6,DBNL,Inflammation,D,E50005,FALSE,-1.66758256416924,7130,lod_npx
OID20682,assay,P30613,PKLR,Inflammation,D,E50005,FALSE,-2.56171819307574,11474,lod_npx
OID20683,assay,O43639,NCK2,Inflammation,D,E50005,FALSE,0.182015244949182,68474,lod_npx
OID20684,assay,P35625,TIMP3,Inflammation,D,E50005,FALSE,-2.38104983723556,68628,lod_npx
OID20685,assay,P47712,PLA2G4A,Inflammation,D,E50005,FALSE,-0.894837708749445,24832,lod_npx
OID20686,assay,O00585,CCL21,Inflammation,D,E50005,FALSE,-3.31635356096009,25390,lod_npx
OID20687,assay,P09238,MMP10,Inflammation,D,E50005,FALSE,-3.78117769493339,39984,lod_npx
OID20688,assay,P11684,SCGB1A1,Inflammation,D,E50005,FALSE,-2.91759552536994,22788,lod_npx
OID20689,assay,Q6UWV6,ENPP7,Inflammation,D,E50005,FALSE,-4.77199519864351,67768,lod_npx
OID20690,assay,Q9BZZ2,SIGLEC1,Inflammation,D,E50005,FALSE,-1.65613421216709,43016,lod_npx
OID20691,assay,P25116,F2R,Inflammation,D,E50005,FALSE,-2.08629163649101,19960,lod_npx
OID20692,assay,P09326,CD48,Inflammation,D,E50005,FALSE,-4.91614184508266,24080,lod_npx
OID20693,assay,P55773,CCL23,Inflammation,D,E50005,FALSE,-7.64231973003802,30820,lod_npx
OID20694,assay,Q14116,IL18,Inflammation,D,E50005,FALSE,-4.56388934218014,19644,lod_npx
OID20695,assay,P13236,CCL4,Inflammation,D,E50005,FALSE,-3.87820374244308,14508,lod_npx
OID20696,assay,Q08334,IL10RB,Inflammation,D,E50005,FALSE,-4.28243179666319,18968,lod_npx
OID20697,assay,P02778,CXCL10,Inflammation,D,E50005,FALSE,-5.71023889457147,37272,lod_npx
OID20698,assay,P01133,EGF,Inflammation,D,E50005,FALSE,-3.18414635899359,15146,lod_npx
OID20699,assay,O75462,CRLF1,Inflammation,D,E50005,FALSE,-2.51116517477508,130938,lod_npx
OID20700,assay,P18510,IL1RN,Inflammation,D,E50005,FALSE,-2.23028182336284,1449954,lod_npx
OID20701,assay,Q9NZV1,CRIM1,Inflammation,D,E50005,FALSE,-4.46879399031676,15616,lod_npx
OID20702,assay,O14836,TNFRSF13B,Inflammation,D,E50005,FALSE,-5.62801632278213,32048,lod_npx
OID20703,assay,Q9BY76,ANGPTL4,Inflammation,D,E50005,FALSE,-4.33867929809294,21844,lod_npx
OID20704,assay,O76096,CST7,Inflammation,D,E50005,FALSE,-4.37586680566339,29638,lod_npx
OID20705,assay,P21860,ERBB3,Inflammation,D,E50005,FALSE,-5.94655514766707,63800,lod_npx
OID20706,assay,Q99435,NELL2,Inflammation,D,E50005,FALSE,-3.83593394520971,25332,lod_npx
OID20707,assay,P55145,MANF,Inflammation,D,E50005,FALSE,0.785044959482189,11126,lod_npx
OID20708,assay,Q14210,LY6D,Inflammation,D,E50005,FALSE,-2.89421670812555,595956,lod_npx
OID20709,assay,P29279,CCN2,Inflammation,D,E50005,FALSE,-4.40649683762074,10274,lod_npx
OID20710,assay,Q9HC38,GLOD4,Inflammation,D,E50005,FALSE,-4.12520125874613,51184,lod_npx
OID20711,assay,Q99685,MGLL,Inflammation,D,E50005,FALSE,NA,NA,NA
OID20712,assay,Q8NFT8,DNER,Inflammation,D,E50005,FALSE,-4.68948379972768,59202,lod_npx
OID20713,assay,Q7KYR7,BTN2A1,Inflammation,D,E50005,FALSE,-3.8487549482232,63022,lod_npx
OID20714,assay,P34896,SHMT1,Inflammation,D,E50005,FALSE,-4.88164611763695,34052,lod_npx
OID20715,assay,O95750,FGF19,Inflammation,D,E50005,FALSE,-4.81972737111384,65770,lod_npx
OID20716,assay,P19256,CD58,Inflammation,D,E50005,FALSE,-7.06009860994133,92262,lod_npx
OID20717,assay,P29350,PTPN6,Inflammation,D,E50005,FALSE,-2.46731516528078,12072,lod_npx
OID20718,assay,P0DMV8,HSPA1A,Inflammation,D,E50005,FALSE,0.277226593844424,102092,lod_npx
OID20719,assay,P09603,CSF1,Inflammation,D,E50005,FALSE,-5.14433812748281,50234,lod_npx
OID20720,assay,O43291,SPINT2,Inflammation,D,E50005,FALSE,-1.71200844941692,91324,lod_npx
OID20721,assay,P12532,CKMT1A_CKMT1B,Inflammation,D,E50005,FALSE,-6.00338606603156,71564,lod_npx
OID20722,assay,Q9Y3D6,FIS1,Inflammation,D,E50005,FALSE,-3.08863333350383,25446,lod_npx
OID20723,assay,Q96PL1,SCGB3A2,Inflammation,D,E50005,FALSE,-5.81761522478975,88180,lod_npx
OID20724,assay,P25942,CD40,Inflammation,D,E50005,FALSE,-4.92574282145297,33922,lod_npx
OID20725,assay,Q99983,OMD,Inflammation,D,E50005,FALSE,-4.75379731601765,11256,lod_npx
OID20726,assay,Q9UKU9,ANGPTL2,Inflammation,D,E50005,FALSE,-4.07483969024221,14664,lod_npx
OID20727,assay,P22466,GAL,Inflammation,D,E50005,FALSE,-4.93136092364782,71654,lod_npx
OID20728,assay,Q8WXD2,SCG3,Inflammation,D,E50005,FALSE,-6.0053882783516,32218,lod_npx
OID20729,assay,Q9NR12,PDLIM7,Inflammation,D,E50005,FALSE,-1.18957821351434,38582,lod_npx
OID20730,assay,Q9H3U7,SMOC2,Inflammation,D,E50005,FALSE,-3.82404399660849,73066,lod_npx
OID20731,assay,Q9NZC2,TREM2,Inflammation,D,E50005,FALSE,-5.8247612238591,17262,lod_npx
OID20732,assay,Q8WU39,MZB1,Inflammation,D,E50005,FALSE,-5.51557920925216,49680,lod_npx
OID20733,assay,O75888,TNFSF13,Inflammation,D,E50005,FALSE,-4.55005850686419,17646,lod_npx
OID20734,assay,Q9Y6N7,ROBO1,Inflammation,D,E50005,FALSE,-3.6482157710399,16566,lod_npx
OID20735,assay,O00300,TNFRSF11B,Inflammation,D,E50005,FALSE,-7.2852879765442,11112,lod_npx
OID20736,assay,Q9UJA9,ENPP5,Inflammation,D,E50005,FALSE,-3.01084276472997,86802,lod_npx
OID20737,assay,Q6GTX8,LAIR1,Inflammation,D,E50005,FALSE,-5.090793707368,61636,lod_npx
OID20738,assay,Q5KU26,COLEC12,Inflammation,D,E50005,FALSE,-4.53397687441134,37134,lod_npx
OID20739,assay,O00241,SIRPB1,Inflammation,D,E50005,FALSE,-5.91437475432004,16156,lod_npx
OID20740,assay,Q15389,ANGPT1,Inflammation,D,E50005,FALSE,-1.79641665141352,23194,lod_npx
OID20741,assay,P01127,PDGFB,Inflammation,D,E50005,FALSE,-2.42055041125882,10784,lod_npx
OID20742,assay,P46109,CRKL,Inflammation,D,E50005,FALSE,-2.30314311270372,6464,lod_npx
OID20743,assay,P16422,EPCAM,Inflammation,D,E50005,FALSE,-4.10701847540489,76810,lod_npx
OID20744,assay,O43598,DNPH1,Inflammation,D,E50005,FALSE,-2.65332609139546,26038,lod_npx
OID20745,assay,Q92583,CCL17,Inflammation,D,E50005,FALSE,-5.01708819352831,14976,lod_npx
OID20746,assay,Q96KG7,MEGF10,Inflammation,D,E50005,FALSE,-6.12716815213214,82282,lod_npx
OID20747,assay,P24387,CRHBP,Inflammation,D,E50005,FALSE,-5.86523645521109,27314,lod_npx
OID20748,assay,P56470,LGALS4,Inflammation,D,E50005,FALSE,-5.48237281061688,22396,lod_npx
OID20749,assay,Q9H008,LHPP,Inflammation,D,E50005,FALSE,-2.64374806134646,18506,lod_npx
OID20750,assay,O14773,TPP1,Inflammation,D,E50005,FALSE,-5.96578180897952,73368,lod_npx
OID20751,assay,Q6UXH1,CRELD2,Inflammation,D,E50005,FALSE,-5.43336399729411,25296,lod_npx
OID20752,assay,Q99895,CTRC,Inflammation,D,E50005,FALSE,-5.8218251509781,47322,lod_npx
OID20753,assay,Q9NQ76,MEPE,Inflammation,D,E50005,FALSE,-5.64240795490822,16350,lod_npx
OID20754,assay,Q4KMG0,CDON,Inflammation,D,E50005,FALSE,-5.26109492686501,32080,lod_npx
OID20755,assay,Q9UHX3,ADGRE2,Inflammation,D,E50005,FALSE,-4.62095337401891,34482,lod_npx
OID20756,assay,Q15109,AGER,Inflammation,D,E50005,FALSE,-5.99759717837261,32004,lod_npx
OID20757,assay,P27930,IL1R2,Inflammation,D,E50005,FALSE,-6.14612005877282,57410,lod_npx
OID20758,assay,Q9NQ30,ESM1,Inflammation,D,E50005,FALSE,-5.79802841147835,47848,lod_npx
OID20759,assay,Q9HCB6,SPON1,Inflammation,D,E50005,FALSE,-3.79548375101362,14430,lod_npx
OID20760,assay,Q9UII2,ATP5IF1,Inflammation,D,E50005,FALSE,0.388067617749488,5232,lod_npx
OID20761,assay,O75563,SKAP2,Inflammation,D,E50005,FALSE,-1.35542639083778,57278,lod_npx
OID20762,assay,P09341,CXCL1,Inflammation,D,E50005,FALSE,-1.45045964108214,8988,lod_npx
OID20763,assay,Q16651,PRSS8,Inflammation,D,E50005,FALSE,-5.51125679411769,82692,lod_npx
OID20764,assay,Q03405,PLAUR,Inflammation,D,E50005,FALSE,-6.83890374587166,46438,lod_npx
OID20765,assay,O00626,CCL22,Inflammation,D,E50005,FALSE,-7.3208670756661,10384,lod_npx
OID20766,assay,P51888,PRELP,Inflammation,D,E50005,FALSE,-5.13911320006397,16816,lod_npx
OID20767,assay,O00339,MATN2,Inflammation,D,E50005,FALSE,-7.97338115450163,23856,lod_npx
OID20768,assay,P36941,LTBR,Inflammation,D,E50005,FALSE,-7.27891469826808,33162,lod_npx
OID20769,assay,Q16363,LAMA4,Inflammation,D,E50005,FALSE,-2.19903235599601,10368,lod_npx
OID20770,assay,P19883,FST,Inflammation,D,E50005,FALSE,-4.24509901661687,20306,lod_npx
OID20771,assay,Q9BU40,CHRDL1,Inflammation,D,E50005,FALSE,-4.55442600465438,20112,lod_npx
OID20772,assay,O00175,CCL24,Inflammation,D,E50005,FALSE,-5.33411636208954,6364,lod_npx
OID20773,assay,Q99538,LGMN,Inflammation,D,E50005,FALSE,-4.96798313055997,68314,lod_npx
OID20774,assay,Q14118,DAG1,Inflammation,D,E50005,FALSE,-3.36985655594318,10900,lod_npx
OID20775,assay,P54317,PNLIPRP2,Inflammation,D,E50005,TRUE,-6.35730484642048,18248,lod_npx
OID20776,assay,Q8IYS5,OSCAR,Inflammation,D,E50005,FALSE,-4.31174821258409,16388,lod_npx
OID20777,assay,Q15166,PON3,Inflammation,D,E50005,FALSE,-6.41879359097876,12572,lod_npx
OID20778,assay,P07148,FABP1,Inflammation,D,E50005,FALSE,-5.19936627570482,47380,lod_npx
OID20779,assay,O95866,MPIG6B,Inflammation,D,E50005,FALSE,0.553803647143314,1210,lod_npx
OID20780,assay,P15291,B4GALT1,Inflammation,D,E50005,FALSE,-4.8687205217337,27054,lod_npx
OID20781,assay,O00182,LGALS9,Inflammation,D,E50005,FALSE,-5.0785440105234,16946,lod_npx
OID20782,assay,O95633,FSTL3,Inflammation,D,E50005,FALSE,-4.35558728789624,30166,lod_npx
OID20783,assay,Q92956,TNFRSF14,Inflammation,D,E50005,FALSE,-6.38473867733064,78900,lod_npx
OID20784,assay,Q9BYZ8,REG4,Inflammation,D,E50005,FALSE,-5.14804655740118,30682,lod_npx
OID20785,assay,Q8TEU8,WFIKKN2,Inflammation,D,E50005,FALSE,-4.47694009922848,26896,lod_npx
OID20786,assay,O00468,AGRN,Inflammation,D,E50005,FALSE,-4.21695843566943,15014,lod_npx
OID20787,assay,Q03403,TFF2,Inflammation,D,E50005,FALSE,-2.63694133467853,10074,lod_npx
OID20788,assay,P19876,CXCL3,Inflammation,D,E50005,FALSE,-3.20700862965757,7600,lod_npx
OID20789,assay,Q13232,NME3,Inflammation,D,E50005,FALSE,-5.71459024842524,58504,lod_npx
OID20790,assay,Q86VW0,SESTD1,Neurology,A,E80005,FALSE,2.06548627784904,10850,lod_npx
OID20791,assay,P53539,FOSB,Neurology,A,E80005,FALSE,1.24685984363049,14652,lod_npx
OID20792,assay,Q92597,NDRG1,Neurology,A,E80005,FALSE,0.569148812535801,27644,lod_npx
OID20793,assay,A1E959,ODAM,Neurology,A,E80005,FALSE,1.79428783682816,12334,lod_npx
OID20794,assay,P60484,PTEN,Neurology,A,E80005,FALSE,7.94176752444707,2810,lod_npx
OID20795,assay,Q8IU54,IFNL1,Neurology,A,E80005,FALSE,2.5145589600766,15352,lod_npx
OID20796,assay,P51531,SMARCA2,Neurology,A,E80005,FALSE,-0.501601987801704,7944,lod_npx
OID20797,assay,O14579,COPE,Neurology,A,E80005,FALSE,2.84977019495263,7736,lod_npx
OID20798,assay,P15336,ATF2,Neurology,A,E80005,FALSE,0.830891524593383,22612,lod_npx
OID20799,assay,P53985,SLC16A1,Neurology,A,E80005,FALSE,-0.012950884287557,34290,lod_npx
OID20800,assay,P02533,KRT14,Neurology,A,E80005,FALSE,3.00970583943851,23828,lod_npx
OID20801,assay,P22676,CALB2,Neurology,A,E80005,FALSE,0.755147842001798,14158,lod_npx
OID20803,assay,Q4LE39,ARID4B,Neurology,A,E80005,FALSE,0.862907211250276,17560,lod_npx
OID20804,assay,Q9NSK7,C19orf12,Neurology,A,E80005,FALSE,0.0763409178765486,10902,lod_npx
OID20805,assay,Q8WTV0,SCARB1,Neurology,A,E80005,FALSE,3.05067799560397,9018,lod_npx
OID20806,assay,Q9UKV5,AMFR,Neurology,A,E80005,FALSE,0.865246931371661,24156,lod_npx
OID20807,assay,P45452,MMP13,Neurology,A,E80005,FALSE,4.52377521107019,6554,lod_npx
OID20808,assay,Q96JP9,CDHR1,Neurology,A,E80005,FALSE,NA,NA,NA
OID20809,assay,Q6ZMJ4,IL34,Neurology,A,E80005,FALSE,5.26619524397788,13854,lod_npx
OID20810,assay,P08758,ANXA5,Neurology,A,E80005,FALSE,3.78565176003485,10974,lod_npx
OID20811,assay,P48047,ATP5PO,Neurology,A,E80005,FALSE,2.44146076967263,10602,lod_npx
OID20812,assay,Q6ZMC9,SIGLEC15,Neurology,A,E80005,FALSE,1.61937908629883,74446,lod_npx
OID20813,assay,Q6PIL6,KCNIP4,Neurology,A,E80005,FALSE,4.99529708665822,7660,lod_npx
OID20814,assay,Q6P1M0,SLC27A4,Neurology,A,E80005,FALSE,4.27919642394873,3870,lod_npx
OID20815,assay,P53582,METAP1,Neurology,A,E80005,FALSE,1.88747786657165,19238,lod_npx
OID20816,assay,P13385,TDGF1,Neurology,A,E80005,TRUE,3.9913669467181,42720,lod_npx
OID20817,assay,Q9NRW1,RAB6B,Neurology,A,E80005,FALSE,0.150966780930496,33372,lod_npx
OID20818,assay,P05455,SSB,Neurology,A,E80005,FALSE,2.33466076140262,18064,lod_npx
OID20819,assay,O96013,PAK4,Neurology,A,E80005,FALSE,0.443400605106723,16964,lod_npx
OID20820,assay,Q9NXA8,SIRT5,Neurology,A,E80005,FALSE,3.9366272935716,63854,lod_npx
OID20821,assay,Q8N2G4,LYPD1,Neurology,A,E80005,FALSE,2.03515706170884,9720,lod_npx
OID20822,assay,P49023,PXN,Neurology,A,E80005,FALSE,-0.614920474814755,20082,lod_npx
OID20823,assay,Q9BXS1,IDI2,Neurology,A,E80005,FALSE,2.05548538677285,34824,lod_npx
OID20824,assay,P15018,LIF,Neurology,A,E80005,FALSE,2.97712856887118,6620,lod_npx
OID20825,assay,Q9H1C3,GLT8D2,Neurology,A,E80005,FALSE,3.03194948286647,11242,lod_npx
OID20826,assay,P20936,RASA1,Neurology,A,E80005,FALSE,1.87335764145789,21758,lod_npx
OID20827,assay,P51452,DUSP3,Neurology,A,E80005,FALSE,1.87190139248182,3682,lod_npx
OID20828,assay,P09769,FGR,Neurology,A,E80005,FALSE,0.259616676197663,25280,lod_npx
OID20829,assay,P14625,HSP90B1,Neurology,A,E80005,FALSE,3.09237333991233,10122,lod_npx
OID20830,assay,P10636,MAPT,Neurology,A,E80005,FALSE,9.67421065814237,16962,lod_npx
OID20831,assay,Q9HAW4,CLSPN,Neurology,A,E80005,FALSE,1.53083910527503,22318,lod_npx
OID20832,assay,Q9UM07,PADI4,Neurology,A,E80005,FALSE,0.854613659419162,37230,lod_npx
OID20833,assay,P26440,IVD,Neurology,A,E80005,FALSE,8.17409192999806,4420,lod_npx
OID20834,assay,P29474,NOS3,Neurology,A,E80005,FALSE,1.38451947637867,12506,lod_npx
OID20835,assay,O60240,PLIN1,Neurology,A,E80005,FALSE,0.451361522217614,32860,lod_npx
OID20836,assay,P41208,CETN2,Neurology,A,E80005,FALSE,2.59462445287399,7414,lod_npx
OID20837,assay,Q9Y6E0,STK24,Neurology,A,E80005,FALSE,4.17777779536489,83012,lod_npx
OID20838,assay,Q9UJY5,GGA1,Neurology,A,E80005,FALSE,1.95650819569898,14086,lod_npx
OID20839,assay,P30039,PBLD,Neurology,A,E80005,FALSE,0.828061228649915,9736,lod_npx
OID20840,assay,Q5JZY3,EPHA10,Neurology,A,E80005,FALSE,2.39357996278179,13582,lod_npx
OID20841,assay,Q02643,GHRHR,Neurology,A,E80005,FALSE,2.41759245959806,7472,lod_npx
OID20842,assay,Q9BW30,TPPP3,Neurology,A,E80005,FALSE,5.17118948767996,18274,lod_npx
OID20843,assay,Q16864,ATP6V1F,Neurology,A,E80005,FALSE,3.47712640819991,5376,lod_npx
OID20844,assay,Q9HA65,TBC1D17,Neurology,A,E80005,FALSE,0.517897913764337,35364,lod_npx
OID20845,assay,Q96PP9,GBP4,Neurology,A,E80005,FALSE,1.08465832106463,24948,lod_npx
OID20846,assay,Q9Y680,FKBP7,Neurology,A,E80005,FALSE,1.9182570926075,18328,lod_npx
OID20847,assay,Q03393,PTS,Neurology,A,E80005,FALSE,-0.270705346727425,14120,lod_npx
OID20848,assay,P01375,TNF,Neurology,A,E80005,FALSE,1.87572276059682,7624,lod_npx
OID20849,assay,P58417,NXPH1,Neurology,A,E80005,FALSE,1.01003307205661,63770,lod_npx
OID20850,assay,Q15126,PMVK,Neurology,A,E80005,FALSE,-0.198942823003333,6014,lod_npx
OID20851,assay,Q6UX27,VSTM1,Neurology,A,E80005,FALSE,1.12634508961076,10942,lod_npx
OID20852,assay,Q15043,SLC39A14,Neurology,A,E80005,FALSE,3.29154687922717,13130,lod_npx
OID20853,assay,Q9UK53,ING1,Neurology,A,E80005,FALSE,1.8331060751172,13922,lod_npx
OID20854,assay,P29466,CASP1,Neurology,A,E80005,FALSE,0.967460981488539,4316,lod_npx
OID20855,assay,Q9H0C8,ILKAP,Neurology,A,E80005,FALSE,5.55643921589744,3362,lod_npx
OID20856,assay,Q07812,BAX,Neurology,A,E80005,FALSE,4.35219282429246,6710,lod_npx
OID20857,assay,Q9Y5P4,CERT1,Neurology,A,E80005,FALSE,8.1998964749255,1986,lod_npx
OID20858,assay,Q9H2W6,MRPL46,Neurology,A,E80005,FALSE,0.901825387307197,45330,lod_npx
OID20859,assay,Q9Y2V2,CARHSP1,Neurology,A,E80005,FALSE,3.6761808976434,4828,lod_npx
OID20860,assay,P13647,KRT5,Neurology,A,E80005,FALSE,1.65119114601403,49542,lod_npx
OID20861,assay,P39905,GDNF,Neurology,A,E80005,FALSE,1.74919043719112,7674,lod_npx
OID20862,assay,O94813,SLIT2,Neurology,A,E80005,FALSE,6.01440994715626,3950,lod_npx
OID20863,assay,P29475,NOS1,Neurology,A,E80005,FALSE,0.441594291402765,8896,lod_npx
OID20864,assay,O14523,C2CD2L,Neurology,A,E80005,FALSE,1.60339359632778,11844,lod_npx
OID20865,assay,Q9UBB4,ATXN10,Neurology,A,E80005,FALSE,6.45277496589412,2304,lod_npx
OID20866,assay,Q9H3R2,MUC13,Neurology,A,E80005,FALSE,6.25685331871969,10390,lod_npx
OID20867,assay,Q9NRG1,PRTFDC1,Neurology,A,E80005,FALSE,6.49827985572486,2156,lod_npx
OID20868,assay,Q16762,TST,Neurology,A,E80005,FALSE,0.71792562600661,30932,lod_npx
OID20869,assay,Q13426,XRCC4,Neurology,A,E80005,FALSE,1.47946468127907,10128,lod_npx
OID20870,assay,Q15633,TARBP2,Neurology,A,E80005,FALSE,1.19464747565855,7010,lod_npx
OID20871,assay,P07196,NEFL,Neurology,A,E80005,FALSE,3.1556473303245,4206,lod_npx
OID20872,assay,P49789,FHIT,Neurology,A,E80005,FALSE,6.3947612725756,5040,lod_npx
OID20873,assay,Q6UWL6,KIRREL2,Neurology,A,E80005,FALSE,2.76952616687357,28484,lod_npx
OID20874,assay,O94985,CLSTN1,Neurology,A,E80005,FALSE,NA,NA,NA
OID20875,assay,Q9Y2W6,TDRKH,Neurology,A,E80005,FALSE,3.17224697254994,8584,lod_npx
OID20876,assay,P09211,GSTP1,Neurology,A,E80005,FALSE,3.39060567973645,4794,lod_npx
OID20877,assay,P61244,MAX,Neurology,A,E80005,FALSE,5.22983530778632,5496,lod_npx
OID20878,assay,Q96FQ6,S100A16,Neurology,A,E80005,FALSE,4.95217201977711,4326,lod_npx
OID20879,assay,O00399,DCTN6,Neurology,A,E80005,FALSE,0.935446927629288,14514,lod_npx
